,geo_code,geo_label,nearest_main_bua,nearest_sub_bua
28821,E01004143,Sutton 014A,87.0,5.0
28822,E01004140,Sutton 012B,86.0,8.0
28823,E01004141,Sutton 012C,88.0,11.0
28824,E01002148,Harrow 006B,58.0,29.0
28825,E01002149,Harrow 004D,59.0,35.0
28826,E01004148,Sutton 014B,87.0,11.0
28827,E01004149,Sutton 012E,88.0,13.0
28828,E01000046,Barking and Dagenham 017D,74.0,32.0
28829,E01000044,Barking and Dagenham 016D,86.0,17.0
28830,E01000045,Barking and Dagenham 017C,78.0,26.0
28831,E01000042,Barking and Dagenham 017B,83.0,25.0
28832,E01000043,Barking and Dagenham 019B,84.0,22.0
28833,E01000040,Barking and Dagenham 019A,85.0,20.0
28834,E01000041,Barking and Dagenham 017A,75.0,30.0
28835,E01000048,Barking and Dagenham 021B,86.0,16.0
28836,E01000049,Barking and Dagenham 021C,88.0,18.0
28837,E01002036,Haringey 002A,55.0,25.0
28838,E01002037,Haringey 002B,59.0,29.0
28839,E01002034,Haringey 037A,55.0,25.0
28840,E01002032,Haringey 010C,43.0,11.0
28841,E01002033,Haringey 010D,41.0,7.0
28842,E01004036,Southwark 007E,62.0,25.0
28843,E01002030,Haringey 016C,39.0,10.0
28844,E01004037,Southwark 010B,63.0,24.0
28845,E01002031,Haringey 016D,39.0,9.0
28846,E01004034,Southwark 007D,58.0,17.0
28847,E01004035,Southwark 011D,62.0,23.0
28848,E01004032,Southwark 001B,59.0,22.0
28849,E01004033,Southwark 007C,59.0,19.0
28850,E01004030,Southwark 007A,59.0,17.0
28851,E01004031,Southwark 007B,55.0,18.0
28852,E01002038,Haringey 037B,59.0,27.0
28853,E01002039,Haringey 002C,61.0,30.0
28854,E01004038,Southwark 010C,64.0,26.0
28855,E01004039,Southwark 013B,66.0,22.0
28856,E01000336,Bexley 003C,99.0,30.0
28857,E01000337,Bexley 003D,105.0,30.0
28858,E01000334,Bexley 006A,110.0,26.0
28859,E01000335,Bexley 003B,94.0,27.0
28860,E01000332,Bexley 005A,105.0,25.0
28861,E01000333,Bexley 003A,110.0,19.0
28862,E01000330,Bexley 017D,105.0,12.0
28863,E01000331,Bexley 017E,109.0,18.0
28864,E01000338,Bexley 003E,101.0,26.0
28865,E01000339,Bexley 025A,97.0,45.0
28866,E01002246,Havering 017A,68.0,14.0
28867,E01002247,Havering 017B,65.0,10.0
28868,E01002244,Havering 011A,67.0,13.0
28869,E01002245,Havering 011B,67.0,14.0
28870,E01002242,Harrow 024D,43.0,19.0
28871,E01002243,Havering 013A,66.0,13.0
28872,E01004246,Tower Hamlets 018B,72.0,34.0
28873,E01002240,Harrow 024C,38.0,11.0
28874,E01004247,Tower Hamlets 020C,72.0,33.0
28875,E01002241,Harrow 025D,43.0,21.0
28876,E01004244,Tower Hamlets 020B,71.0,31.0
28877,E01004245,Tower Hamlets 018A,68.0,35.0
28878,E01004242,Tower Hamlets 012C,69.0,29.0
28879,E01004243,Tower Hamlets 020A,71.0,36.0
28880,E01004240,Tower Hamlets 012A,69.0,30.0
28881,E01004241,Tower Hamlets 012B,68.0,29.0
28882,E01002248,Havering 017C,63.0,16.0
28883,E01002249,Havering 017D,63.0,14.0
28884,E01004248,Tower Hamlets 018C,70.0,30.0
28885,E01004249,Tower Hamlets 018D,72.0,34.0
28886,E01000546,Brent 028B,55.0,31.0
28887,E01000547,Brent 028C,54.0,32.0
28888,E01000544,Brent 034A,51.0,30.0
28889,E01000545,Brent 028A,53.0,28.0
28890,E01000543,Brent 003E,55.0,26.0
28891,E01000540,Brent 004D,50.0,21.0
28892,E01000541,Brent 004E,55.0,25.0
28893,E01000548,Brent 028D,50.0,30.0
28894,E01000549,Brent 028E,50.0,29.0
28895,E01002536,Hillingdon 009D,35.0,31.0
28896,E01002537,Hillingdon 009E,31.0,31.0
28897,E01002534,Hillingdon 005B,37.0,34.0
28898,E01002535,Hillingdon 007E,27.0,23.0
28899,E01002532,Hillingdon 028E,39.0,39.0
28900,E01002533,Hillingdon 005A,51.0,47.0
28901,E01004536,Wandsworth 008B,56.0,22.0
28902,E01002530,Hillingdon 029D,41.0,41.0
28903,E01004537,Wandsworth 007B,56.0,18.0
28904,E01002531,Hillingdon 029E,32.0,32.0
28905,E01004534,Wandsworth 008A,60.0,25.0
28906,E01004535,Wandsworth 007A,60.0,20.0
28907,E01004532,Wandsworth 032A,79.0,39.0
28908,E01004533,Wandsworth 033B,76.0,35.0
28909,E01004530,Wandsworth 035F,74.0,28.0
28910,E01004531,Wandsworth 033A,74.0,34.0
28911,E01002538,Hillingdon 005C,46.0,43.0
28912,E01002539,Hillingdon 005D,38.0,34.0
28913,E01004538,Wandsworth 007C,59.0,14.0
28914,E01004539,Wandsworth 003A,67.0,30.0
28915,E01001966,Haringey 009D,26.0,21.0
28916,E01001967,Haringey 014A,23.0,21.0
28917,E01001964,Haringey 009B,33.0,13.0
28918,E01001965,Haringey 009C,29.0,18.0
28919,E01001963,Haringey 009A,22.0,22.0
28920,E01001960,Hammersmith and Fulham 003D,59.0,22.0
28921,E01001961,Hammersmith and Fulham 002D,59.0,26.0
28922,E01001968,Haringey 014B,22.0,22.0
28923,E01001969,Haringey 001A,40.0,14.0
28924,E01003956,Southwark 030C,80.0,32.0
28925,E01003957,Southwark 032C,78.0,34.0
28926,E01003954,Southwark 030B,76.0,33.0
28927,E01003955,Southwark 028B,72.0,32.0
28928,E01003952,Southwark 030A,75.0,32.0
28929,E01003953,Southwark 028A,71.0,29.0
28930,E01003950,Southwark 032B,76.0,27.0
28931,E01003951,Southwark 033E,82.0,26.0
28932,E01003958,Southwark 032D,81.0,31.0
28933,E01000436,Bexley 011E,110.0,20.0
28934,E01000437,Bexley 007A,115.0,24.0
28935,E01000434,Bexley 008G,100.0,34.0
28936,E01000435,Bexley 010E,103.0,30.0
28937,E01000432,Bexley 008E,97.0,31.0
28938,E01000433,Bexley 008F,103.0,30.0
28939,E01000430,Bexley 008C,103.0,37.0
28940,E01000431,Bexley 008D,107.0,37.0
28941,E01000438,Bexley 007B,112.0,26.0
28942,E01000439,Bexley 007C,108.0,22.0
28943,E01032744,Ealing 010G,52.0,39.0
28944,E01032742,Havering 013F,62.0,18.0
28945,E01032743,Ealing 010F,53.0,43.0
28946,E01032740,City of London 001G,57.0,23.0
28947,E01032741,Havering 013E,56.0,13.0
28948,E01001856,Hammersmith and Fulham 010C,58.0,10.0
28949,E01001857,Hammersmith and Fulham 007D,51.0,16.0
28950,E01001854,Hammersmith and Fulham 007C,55.0,14.0
28951,E01001855,Hammersmith and Fulham 010B,58.0,20.0
28952,E01001852,Hammersmith and Fulham 007A,54.0,17.0
28953,E01001853,Hammersmith and Fulham 007B,56.0,12.0
28954,E01001850,Hackney 019F,61.0,10.0
28955,E01001851,Hammersmith and Fulham 010A,59.0,14.0
28956,E01001858,Hammersmith and Fulham 006A,61.0,16.0
28957,E01003887,Richmond upon Thames 021B,74.0,26.0
28958,E01003806,Richmond upon Thames 012B,82.0,28.0
28959,E01001859,Hammersmith and Fulham 008A,69.0,26.0
28960,E01003886,Richmond upon Thames 021A,73.0,25.0
28961,E01003807,Richmond upon Thames 005B,72.0,21.0
28962,E01003885,Richmond upon Thames 016D,79.0,27.0
28963,E01003804,Richmond upon Thames 005A,80.0,20.0
28964,E01003884,Richmond upon Thames 016C,79.0,25.0
28965,E01003805,Richmond upon Thames 012A,80.0,24.0
28966,E01003802,Richmond upon Thames 001F,71.0,22.0
28967,E01003883,Richmond upon Thames 014B,81.0,24.0
28968,E01003803,Richmond upon Thames 001G,75.0,27.0
28969,E01003882,Richmond upon Thames 014A,77.0,19.0
28970,E01003800,Richmond upon Thames 001D,76.0,28.0
28971,E01003881,Richmond upon Thames 016B,84.0,27.0
28972,E01003801,Richmond upon Thames 001E,67.0,18.0
28973,E01003880,Richmond upon Thames 016A,78.0,21.0
28974,E01003889,Richmond upon Thames 021D,75.0,26.0
28975,E01003808,Richmond upon Thames 005C,73.0,23.0
28976,E01003888,Richmond upon Thames 021C,74.0,25.0
28977,E01003809,Richmond upon Thames 005D,77.0,24.0
28978,E01002747,Islington 006B,45.0,17.0
28979,E01002744,Islington 009D,52.0,19.0
28980,E01002745,Islington 013C,50.0,21.0
28981,E01002742,Islington 006A,50.0,19.0
28982,E01002743,Islington 009C,52.0,21.0
28983,E01004746,Westminster 021D,59.0,12.0
28984,E01002740,Islington 013B,45.0,10.0
28985,E01004747,Westminster 021E,57.0,13.0
28986,E01002741,Islington 009B,52.0,22.0
28987,E01004744,Westminster 020D,59.0,7.0
28988,E01004745,Westminster 021C,59.0,15.0
28989,E01004742,Westminster 022A,58.0,16.0
28990,E01004743,Westminster 021B,60.0,12.0
28991,E01004740,Westminster 021A,57.0,14.0
28992,E01004741,Westminster 024F,53.0,13.0
28993,E01002748,Islington 006C,42.0,15.0
28994,E01002749,Islington 006D,48.0,20.0
28995,E01004748,Westminster 020E,56.0,6.0
28996,E01004749,Westminster 022B,59.0,12.0
28997,E01032637,Southwark 003F,62.0,3.0
28998,E01032638,Southwark 003G,61.0,8.0
28999,E01032639,Southwark 014F,62.0,27.0
29000,E01000646,Bromley 016A,86.0,19.0
29001,E01000647,Bromley 016B,87.0,24.0
29002,E01000644,Brent 022E,59.0,34.0
29003,E01000645,Bromley 007A,85.0,31.0
29004,E01000642,Brent 022D,52.0,26.0
29005,E01000643,Brent 024D,64.0,31.0
29006,E01000640,Brent 024B,57.0,28.0
29007,E01000648,Bromley 016C,82.0,25.0
29008,E01000649,Bromley 007B,79.0,25.0
29009,E01002636,Hounslow 010E,68.0,31.0
29010,E01002637,Hounslow 005C,58.0,35.0
29011,E01002634,Hounslow 005B,64.0,30.0
29012,E01002635,Hounslow 010D,61.0,27.0
29013,E01002632,Hounslow 010C,66.0,28.0
29014,E01002633,Hounslow 005A,60.0,33.0
29015,E01004636,Wandsworth 028D,70.0,26.0
29016,E01002630,Hounslow 012A,71.0,18.0
29017,E01004637,Wandsworth 028E,70.0,25.0
29018,E01002631,Hounslow 004E,61.0,33.0
29019,E01004634,Wandsworth 028B,70.0,27.0
29020,E01004635,Wandsworth 028C,69.0,27.0
29021,E01004632,Wandsworth 028A,65.0,23.0
29022,E01004633,Wandsworth 022D,69.0,28.0
29023,E01004630,Wandsworth 022B,72.0,28.0
29024,E01004631,Wandsworth 022C,70.0,26.0
29025,E01002638,Hounslow 005D,63.0,35.0
29026,E01002639,Hounslow 012B,73.0,11.0
29027,E01004638,Wandsworth 011B,72.0,30.0
29028,E01004639,Wandsworth 011C,72.0,28.0
29029,E01003166,Lambeth 028D,79.0,20.0
29030,E01003167,Lambeth 028E,83.0,26.0
29031,E01003164,Lambeth 025A,78.0,18.0
29032,E01003165,Lambeth 025B,83.0,26.0
29033,E01003162,Lambeth 022E,77.0,16.0
29034,E01003163,Lambeth 023F,77.0,22.0
29035,E01003160,Lambeth 022D,77.0,21.0
29036,E01003161,Lambeth 023E,73.0,28.0
29037,E01003168,Lambeth 025C,84.0,21.0
29038,E01003169,Lambeth 025D,82.0,20.0
29039,E01001106,Croydon 039C,86.0,38.0
29040,E01001187,Croydon 017E,68.0,31.0
29041,E01001107,Croydon 035D,72.0,31.0
29042,E01001186,Croydon 014C,70.0,29.0
29043,E01001104,Croydon 042D,75.0,39.0
29044,E01001185,Croydon 014B,68.0,28.0
29045,E01001105,Croydon 039B,87.0,38.0
29046,E01001184,Croydon 011F,81.0,34.0
29047,E01001102,Croydon 035C,79.0,32.0
29048,E01001183,Croydon 011E,74.0,28.0
29049,E01001103,Croydon 039A,84.0,35.0
29050,E01001182,Croydon 011D,82.0,34.0
29051,E01001100,Croydon 031E,66.0,25.0
29052,E01001181,Croydon 015E,69.0,24.0
29053,E01001101,Croydon 035B,84.0,39.0
29054,E01001180,Croydon 016E,77.0,24.0
29055,E01001108,Croydon 035E,82.0,35.0
29056,E01001189,Croydon 045B,68.0,27.0
29057,E01001109,Croydon 013B,66.0,26.0
29058,E01001188,Croydon 014D,72.0,33.0
29059,E01001066,Croydon 034F,80.0,38.0
29060,E01001067,Croydon 041D,79.0,40.0
29061,E01001064,Croydon 026C,74.0,32.0
29062,E01001065,Croydon 034E,78.0,36.0
29063,E01001062,Croydon 026A,70.0,29.0
29064,E01001063,Croydon 026B,75.0,33.0
29065,E01001060,Croydon 034C,87.0,44.0
29066,E01001061,Croydon 034D,78.0,36.0
29067,E01001068,Croydon 042A,79.0,44.0
29068,E01003056,Lambeth 015D,71.0,14.0
29069,E01001069,Croydon 040A,78.0,42.0
29070,E01003057,Lambeth 017D,73.0,16.0
29071,E01003054,Lambeth 015C,71.0,20.0
29072,E01003055,Lambeth 016D,64.0,9.0
29073,E01003052,Lambeth 016C,65.0,15.0
29074,E01003053,Lambeth 015B,66.0,14.0
29075,E01003050,Lambeth 016B,64.0,6.0
29076,E01003051,Lambeth 018C,70.0,20.0
29077,E01003058,Lambeth 015E,70.0,12.0
29078,E01003059,Lambeth 011D,66.0,15.0
29079,E01001356,Ealing 033C,62.0,22.0
29080,E01001357,Ealing 033D,62.0,24.0
29081,E01001354,Ealing 027E,58.0,17.0
29082,E01001355,Ealing 033B,63.0,21.0
29083,E01001352,Ealing 027D,53.0,12.0
29084,E01001353,Ealing 033A,60.0,22.0
29085,E01001350,Ealing 027C,59.0,18.0
29086,E01001351,Ealing 025E,60.0,18.0
29087,E01001358,Ealing 033E,58.0,20.0
29088,E01001359,Ealing 026A,40.0,28.0
29089,E01003387,Merton 014A,73.0,35.0
29090,E01003307,Lewisham 024A,78.0,22.0
29091,E01003386,Merton 013A,73.0,35.0
29092,E01003304,Lewisham 039D,68.0,25.0
29093,E01003385,Merton 011C,62.0,22.0
29094,E01001178,Croydon 015D,75.0,30.0
29095,E01001179,Croydon 016D,75.0,29.0
29096,E01003126,Lambeth 008D,59.0,16.0
29097,E01003127,Lambeth 010E,60.0,16.0
29098,E01003124,Lambeth 006D,62.0,19.0
29099,E01003125,Lambeth 006E,64.0,21.0
29100,E01003122,Lambeth 004D,65.0,26.0
29101,E01003123,Lambeth 006C,63.0,20.0
29102,E01003120,Lambeth 032D,77.0,25.0
29103,E01003121,Lambeth 006B,65.0,23.0
29104,E01003128,Lambeth 008E,59.0,16.0
29105,E01003129,Lambeth 004E,63.0,22.0
29106,E01033093,Wandsworth 010F,68.0,10.0
29107,E01033099,Wandsworth 004E,63.0,23.0
29108,E01033098,Wandsworth 002F,65.0,23.0
29109,E01001026,Croydon 043D,78.0,48.0
29110,E01001027,Croydon 043E,73.0,45.0
29111,E01001024,Croydon 043B,70.0,41.0
29112,E01001025,Croydon 043C,77.0,45.0
29113,E01001022,Croydon 044E,94.0,58.0
29114,E01001023,Croydon 041C,68.0,35.0
29115,E01001021,Croydon 044D,83.0,50.0
29116,E01001028,Croydon 038A,79.0,42.0
29117,E01003016,Lambeth 036C,48.0,17.0
29118,E01001029,Croydon 038B,72.0,34.0
29119,E01003017,Lambeth 036D,48.0,18.0
29120,E01003096,Lambeth 010D,66.0,18.0
29121,E01003014,Lambeth 036B,53.0,19.0
29122,E01003095,Lambeth 012E,67.0,24.0
29123,E01003015,Lambeth 002A,56.0,22.0
29124,E01003094,Lambeth 010C,62.0,19.0
29125,E01003093,Lambeth 010B,59.0,16.0
29126,E01003013,Lambeth 036A,50.0,16.0
29127,E01003092,Lambeth 008C,67.0,24.0
29128,E01003010,Kingston upon Thames 001E,65.0,17.0
29129,E01003091,Lambeth 008B,68.0,28.0
29130,E01003011,Kingston upon Thames 004E,63.0,15.0
29131,E01003090,Lambeth 012D,64.0,20.0
29132,E01003018,Lambeth 020A,71.0,6.0
29133,E01003099,Lambeth 005B,62.0,22.0
29134,E01003019,Lambeth 015A,74.0,13.0
29135,E01003098,Lambeth 005A,63.0,23.0
29136,E01003376,Merton 012B,68.0,29.0
29137,E01003377,Merton 012C,63.0,24.0
29138,E01003374,Merton 022A,68.0,27.0
29139,E01003375,Merton 022B,73.0,30.0
29140,E01003372,Merton 008B,75.0,33.0
29141,E01003373,Merton 018A,65.0,26.0
29142,E01003370,Merton 005C,75.0,29.0
29143,E01003371,Merton 005D,77.0,31.0
29144,E01003378,Merton 018B,69.0,30.0
29145,E01003379,Merton 018C,74.0,33.0
29146,E01001397,Enfield 035C,46.0,22.0
29147,E01001316,Ealing 003B,49.0,28.0
29148,E01001396,Enfield 036D,43.0,14.0
29149,E01001317,Ealing 003C,46.0,34.0
29150,E01001395,Enfield 035B,49.0,19.0
29151,E01001314,Ealing 002E,52.0,25.0
29152,E01001394,Enfield 035A,43.0,17.0
29153,E01001315,Ealing 003A,50.0,29.0
29154,E01001393,Enfield 036C,36.0,18.0
29155,E01001312,Ealing 002C,44.0,25.0
29156,E01001392,Enfield 032A,35.0,16.0
29157,E01001313,Ealing 002D,52.0,23.0
29158,E01001391,Enfield 036B,40.0,17.0
29159,E01001310,Ealing 001D,49.0,27.0
29160,E01001390,Enfield 036A,33.0,14.0
29161,E01001311,Ealing 001E,50.0,32.0
29162,E01001399,Enfield 021B,63.0,20.0
29163,E01001318,Ealing 003D,48.0,30.0
29164,E01001398,Enfield 021A,67.0,15.0
29165,E01001319,Ealing 004B,49.0,29.0
29166,E01001276,Ealing 011A,60.0,28.0
29167,E01001277,Ealing 011B,54.0,23.0
29168,E01001274,Ealing 020G,57.0,18.0
29169,E01001275,Ealing 020H,55.0,14.0
29170,E01001272,Ealing 006D,50.0,32.0
29171,E01001273,Ealing 020F,56.0,17.0
29172,E01001270,Ealing 004A,55.0,34.0
29173,E01001271,Ealing 001B,55.0,34.0
29174,E01001278,Ealing 011C,53.0,23.0
29175,E01001279,Ealing 013C,61.0,26.0
29176,E01003226,Lewisham 019A,64.0,21.0
29177,E01003227,Lewisham 019B,65.0,19.0
29178,E01003224,Lewisham 022E,85.0,16.0
29179,E01003225,Lewisham 015A,72.0,17.0
29180,E01003222,Lewisham 022D,87.0,20.0
29181,E01003223,Lewisham 025D,94.0,17.0
29182,E01003220,Lewisham 022C,82.0,17.0
29183,E01003221,Lewisham 025C,86.0,9.0
29184,E01003228,Lewisham 019C,65.0,21.0
29185,E01003229,Lewisham 019D,69.0,18.0
29186,E01033597,Westminster 023F,65.0,21.0
29187,E01033596,Westminster 013F,52.0,21.0
29188,E01033595,Westminster 013E,48.0,18.0
29189,E01033594,Westminster 015G,37.0,20.0
29190,E01033593,Westminster 015F,39.0,24.0
29191,E01033592,Redbridge 019I,72.0,33.0
29192,E01033591,Redbridge 030I,68.0,15.0
29193,E01033590,Redbridge 019H,73.0,32.0
29194,E01033599,Westminster 023G,67.0,22.0
29195,E01033598,Westminster 009F,47.0,30.0
29196,E01001526,Enfield 019E,52.0,28.0
29197,E01001527,Enfield 036F,40.0,22.0
29198,E01001524,Enfield 019D,52.0,28.0
29199,E01001525,Enfield 020E,51.0,27.0
29200,E01001522,Enfield 019B,58.0,26.0
29201,E01001523,Enfield 019C,55.0,26.0
29202,E01001520,Enfield 019A,46.0,21.0
29203,E01001529,Enfield 032C,37.0,16.0
29204,E01003516,Newham 032C,77.0,30.0
29205,E01003597,Newham 016C,70.0,32.0
29206,E01003517,Newham 036E,74.0,33.0
29207,E01003596,Newham 016B,67.0,30.0
29208,E01003514,Newham 036C,78.0,33.0
29209,E01003595,Newham 026B,67.0,29.0
29210,E01003515,Newham 036D,73.0,34.0
29211,E01003593,Newham 027D,67.0,35.0
29212,E01003513,Newham 035D,80.0,29.0
29213,E01003592,Newham 022B,70.0,28.0
29214,E01003591,Newham 004D,62.0,16.0
29215,E01003511,Newham 036A,70.0,36.0
29216,E01004414,Waltham Forest 005B,76.0,32.0
29217,E01004495,Wandsworth 024A,56.0,20.0
29218,E01004415,Waltham Forest 004D,76.0,34.0
29219,E01004494,Wandsworth 018A,62.0,16.0
29220,E01004412,Waltham Forest 015A,58.0,6.0
29221,E01004493,Wandsworth 019A,63.0,18.0
29222,E01004413,Waltham Forest 004C,75.0,31.0
29223,E01004492,Wandsworth 031C,62.0,23.0
29224,E01004410,Waltham Forest 013B,59.0,11.0
29225,E01004491,Wandsworth 031B,65.0,26.0
29226,E01004411,Waltham Forest 016D,52.0,0.0
29227,E01004490,Wandsworth 031A,60.0,25.0
29228,E01002418,Hillingdon 006A,38.0,28.0
29229,E01002499,Hillingdon 033D,43.0,39.0
29230,E01002419,Hillingdon 006B,30.0,21.0
29231,E01002498,Hillingdon 033C,45.0,35.0
29232,E01004418,Waltham Forest 008D,73.0,26.0
29233,E01004499,Wandsworth 020A,65.0,16.0
29234,E01004419,Waltham Forest 008E,72.0,25.0
29235,E01004498,Wandsworth 031D,55.0,22.0
29236,E01032776,Tower Hamlets 028E,71.0,33.0
29237,E01032777,Tower Hamlets 028F,67.0,28.0
29238,E01032775,Tower Hamlets 031F,72.0,33.0
29239,E01032772,Tower Hamlets 032C,67.0,30.0
29240,E01032773,Tower Hamlets 032D,67.0,30.0
29241,E01032770,Tower Hamlets 032B,69.0,32.0
29242,E01032771,Tower Hamlets 033B,63.0,26.0
29243,E01032778,Tower Hamlets 028G,70.0,31.0
29244,E01032779,Tower Hamlets 028H,71.0,33.0
29245,E01001846,Hackney 018A,65.0,16.0
29246,E01001847,Hackney 018B,66.0,17.0
29247,E01001844,Hackney 022D,64.0,6.0
29248,E01001845,Hackney 022E,65.0,12.0
29249,E01001842,Hackney 023D,68.0,10.0
29250,E01001843,Hackney 023E,71.0,8.0
29251,E01001840,Hackney 022B,67.0,5.0
29252,E01001841,Hackney 022C,71.0,10.0
29253,E01001848,Hackney 018C,64.0,12.0
29254,E01001849,Hackney 018D,64.0,14.0
29255,E01003836,Richmond upon Thames 022C,70.0,21.0
29256,E01003837,Richmond upon Thames 022D,72.0,25.0
29257,E01003834,Richmond upon Thames 022A,63.0,14.0
29258,E01003835,Richmond upon Thames 022B,71.0,23.0
29259,E01002783,Islington 010B,38.0,17.0
29260,E01002703,Islington 023C,60.0,21.0
29261,E01002782,Islington 012E,57.0,23.0
29262,E01004706,Westminster 006B,47.0,30.0
29263,E01002700,Islington 017C,52.0,12.0
29264,E01002781,Islington 012D,50.0,16.0
29265,E01004707,Westminster 006C,45.0,28.0
29266,E01002701,Islington 023A,58.0,18.0
29267,E01002780,Islington 014F,52.0,17.0
29268,E01004705,Westminster 007D,44.0,27.0
29269,E01004702,Westminster 009E,45.0,28.0
29270,E01004703,Westminster 007B,43.0,26.0
29271,E01004700,Westminster 016E,42.0,22.0
29272,E01004701,Westminster 007A,43.0,26.0
29273,E01002708,Islington 015A,50.0,19.0
29274,E01002789,Islington 008D,36.0,20.0
29275,E01002709,Islington 019C,47.0,19.0
29276,E01002788,Islington 008C,37.0,24.0
29277,E01004708,Westminster 006D,49.0,32.0
29278,E01004709,Westminster 007E,39.0,22.0
29279,E01002666,Hounslow 021E,71.0,27.0
29280,E01002667,Hounslow 020A,85.0,21.0
29281,E01002664,Hounslow 017E,67.0,19.0
29282,E01002665,Hounslow 016E,71.0,23.0
29283,E01002662,Hounslow 017C,66.0,11.0
29284,E01002663,Hounslow 017D,64.0,21.0
29285,E01004666,Westminster 023B,61.0,16.0
29286,E01002660,Hounslow 016C,63.0,20.0
29287,E01004667,Westminster 023C,62.0,17.0
29288,E01002661,Hounslow 016D,62.0,21.0
29289,E01004665,Westminster 024A,61.0,21.0
29290,E01004662,Westminster 012D,44.0,23.0
29291,E01004663,Westminster 012E,45.0,23.0
29292,E01004660,Westminster 008B,43.0,18.0
29293,E01004661,Westminster 012C,43.0,21.0
29294,E01002668,Hounslow 014A,86.0,23.0
29295,E01002669,Hounslow 014B,84.0,24.0
29296,E01004668,Westminster 023D,62.0,20.0
29297,E01004669,Westminster 024B,60.0,20.0
29298,E01000606,Brent 016B,47.0,27.0
29299,E01000687,Bromley 037D,91.0,51.0
29300,E01000607,Brent 013C,55.0,17.0
29301,E01000686,Bromley 037C,88.0,51.0
29302,E01000604,Brent 021E,55.0,22.0
29303,E01000685,Bromley 037B,73.0,46.0
29304,E01000605,Brent 021F,60.0,20.0
29305,E01000684,Bromley 035D,82.0,52.0
29306,E01000602,Brent 021C,53.0,26.0
29307,E01000683,Bromley 035C,91.0,51.0
29308,E01000603,Brent 021D,55.0,26.0
29309,E01000682,Bromley 035B,91.0,50.0
29310,E01000681,Bromley 035A,90.0,51.0
29311,E01000601,Brent 021B,57.0,26.0
29312,E01000680,Bromley 037A,86.0,60.0
29313,E01000608,Brent 013D,51.0,15.0
29314,E01000689,Bromley 002A,98.0,43.0
29315,E01000609,Brent 016C,55.0,20.0
29316,E01000688,Bromley 037E,91.0,59.0
29317,E01001176,Croydon 011C,74.0,28.0
29318,E01001177,Croydon 016C,76.0,23.0
29319,E01001174,Croydon 011A,76.0,31.0
29320,E01001175,Croydon 011B,70.0,25.0
29321,E01001172,Croydon 028D,74.0,21.0
29322,E01001173,Croydon 028E,74.0,22.0
29323,E01001170,Croydon 027E,66.0,11.0
29324,E01001171,Croydon 028C,69.0,11.0
29325,E01001832,Hackney 009E,61.0,24.0
29326,E01001833,Hackney 014D,62.0,24.0
29327,E01001830,Hackney 014C,59.0,27.0
29328,E01001831,Hackney 009D,58.0,26.0
29329,E01001838,Hackney 019E,66.0,0.0
29330,E01001839,Hackney 023C,65.0,7.0
29331,E01000777,Bromley 024D,89.0,33.0
29332,E01000774,Bromley 041D,83.0,33.0
29333,E01000775,Bromley 024C,96.0,30.0
29334,E01000772,Bromley 012E,91.0,25.0
29335,E01000773,Bromley 024B,89.0,34.0
29336,E01000770,Bromley 012D,88.0,27.0
29337,E01000771,Bromley 041C,87.0,31.0
29338,E01000778,Bromley 024E,90.0,37.0
29339,E01000779,Bromley 001A,91.0,42.0
29340,E01002726,Islington 022F,55.0,21.0
29341,E01002727,Islington 021C,57.0,17.0
29342,E01002724,Islington 022D,53.0,20.0
29343,E01002725,Islington 022E,59.0,21.0
29344,E01002722,Islington 018A,54.0,16.0
29345,E01002723,Islington 022C,60.0,20.0
29346,E01004726,Westminster 003C,51.0,29.0
29347,E01002720,Islington 016C,54.0,16.0
29348,E01004727,Westminster 008D,48.0,24.0
29349,E01002721,Islington 014C,57.0,20.0
29350,E01004724,Westminster 001C,56.0,27.0
29351,E01004725,Westminster 003B,52.0,28.0
29352,E01004722,Westminster 004E,53.0,28.0
29353,E01004723,Westminster 005F,49.0,25.0
29354,E01004720,Westminster 004C,57.0,30.0
29355,E01004721,Westminster 004D,56.0,29.0
29356,E01002728,Islington 021D,51.0,19.0
29357,E01002729,Islington 021E,53.0,22.0
29358,E01004728,Westminster 003D,48.0,31.0
29359,E01004729,Westminster 003E,50.0,32.0
29360,E01000627,Brent 014E,49.0,25.0
29361,E01000625,Brent 009E,57.0,27.0
29362,E01000622,Brent 010D,52.0,28.0
29363,E01000623,Brent 005C,60.0,31.0
29364,E01000620,Brent 020B,59.0,14.0
29365,E01000621,Brent 020C,59.0,15.0
29366,E01000628,Brent 014F,52.0,24.0
29367,E01002697,Islington 019B,50.0,19.0
29368,E01002616,Hounslow 027E,83.0,43.0
29369,E01000629,Brent 005E,61.0,34.0
29370,E01002696,Islington 020A,55.0,12.0
29371,E01002617,Hounslow 028D,86.0,43.0
29372,E01002695,Islington 021A,52.0,17.0
29373,E01002614,Hounslow 027D,82.0,42.0
29374,E01002694,Islington 019A,51.0,15.0
29375,E01002615,Hounslow 026E,82.0,41.0
29376,E01002612,Hounslow 024E,73.0,32.0
29377,E01002693,Hounslow 029D,68.0,21.0
29378,E01002613,Hounslow 024F,79.0,33.0
29379,E01002692,Hounslow 029C,72.0,24.0
29380,E01004616,Wandsworth 034C,70.0,28.0
29381,E01004697,Westminster 016D,42.0,22.0
29382,E01002610,Hounslow 028C,89.0,40.0
29383,E01002691,Hounslow 029B,60.0,23.0
